"","q3_increasewhenopen_specify","q6_radio_pp_yes","q6_radio_p_yes","q6_radio_ls_yes","q6_radio_us_yes","q6_tv_pp_yes","q6_tv_p_yes","q6_tv_ls_yes","q6_tv_us_yes","q7_radio_yes_pp","q7_tv_yes_pp","q7_online_yes_pp","q7_paper_yes_pp","q7_radio_yes_p","q7_tv_yes_p","q7_online_yes_p","q7_paper_yes_p","q7_radio_yes_ls","q7_tv_yes_ls","q7_online_yes_ls","q7_paper_yes_ls","q7_radio_yes_us","q7_tv_yes_us","q7_online_yes_us","q7_paper_yes_us"
"1",NA,NA,NA,NA,NA,NA,NA,0.148663081170633,NA,NA,NA,0.069061058085421,NA,NA,1.1454859269783,NA,NA,NA,0.71440571314882,NA,NA,NA,NA,0.525785049785542,NA
"2",NA,1.39221760404086,-0.167489721039366,0.107908798120429,0.0703771767227633,0.45012974560791,-0.192342845401621,-0.241393517940434,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,2.20768734943277,2.09894607672597,1.09184692914744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,0.0752550056238303,-0.412403935766742,-0.512566791072036,-0.457451648697962,0.45012974560791,-0.192342845401621,-0.241393517940434,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,0.396939529690052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,-0.475427477407074,-0.529603669586462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6218819784916,NA,NA,NA,1.61884008056992
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,-0.188137514059576,-0.461386778712217,NA,NA,-0.390678647131394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,2.44578768277448,4.82876025939909,0.6042892694744,0.492640237059343,1.01066867410078,0.127661180576297,0.0706517613484196,0.281121629780488,1.99502548890741,-0.133300598852873,0.209341332321432,1.81076955496222,1.99751466980034,-0.275864189218923,-0.477767740203938,1.84060602915173,2.04347049718082,-0.266879969844356,-0.525988614195385,1.80392111023037,2.04943305804136,-0.221005445865437,-0.594365708453222,1.79947579625519
"12",NA,NA,NA,NA,NA,NA,NA,-0.787472756695927,-0.471694719631679,NA,NA,NA,NA,NA,NA,0.845013617009151,NA,NA,NA,0.793105089115926,NA,NA,NA,0.781819508811545,NA
"13",-0.0242880440669869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,-0.314438249875792,-0.0161863197180643,0.281508706891053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,0.077424493688009,0.728384387312893,NA,NA,0.207662187070777,0.148663081170633,-0.0663320699482049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",0.412896749138779,-0.714922553426388,-0.559352464603167,-0.884852144587515,-0.774148943950397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-0.0242880440669869,NA,NA,NA,NA,-0.390678647131394,-0.672348884368499,-0.709461436873714,-0.703330519450808,0.670585986916621,0.247558255012478,0.069061058085421,0.533866913786711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",-0.898657630478519,NA,NA,NA,NA,NA,-0.352344858390581,0.382697040637273,3.58193177720307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679665947357515,NA,NA,NA,0.793105089115926,NA,NA,NA,0.845828123568046,NA
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA,-0.811082843501046,-0.192342845401621,-0.39741615758486,-0.355876819722115,NA,1.51708776789698,NA,NA,NA,1.26393176999473,0.183622938402606,NA,NA,1.32770926501956,0.298444950374184,NA,NA,1.32677680127298,0.525785049785542,NA
"24",NA,0.0752550056238303,-0.412403935766742,-0.512566791072036,-0.457451648697962,-0.250543915008176,-0.59234787787402,-0.631450117051501,-0.645421569496026,1.88690797854082,1.33935363609315,-0.492060038858625,NA,1.88960166569183,1.09810758977172,-1.30450608846212,NA,1.93591941838183,1.15598427049575,-1.35042217876495,NA,1.94398124521149,1.16009255927346,-1.39447339290948,NA
"25",NA,NA,NA,NA,NA,-0.670948111377829,-0.352344858390581,-0.241393517940434,0.223212679825706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854630593807085,-0.666421568918263,NA,NA,0.448179209845224,-0.697860105839519,NA,NA,0.331422292956967,NA,NA,NA,0.237746283381289,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.631201718268228,-0.312420070552302,-0.252974288366826,NA,-0.757522811340944,-0.0313284754536437,-0.40655406088325,NA,-0.816306310149443,-0.114301097779466,-0.264932383005066
"28",NA,NA,NA,NA,NA,-0.530813379254611,-0.032340832412662,1.31883287850383,2.1921169782883,NA,-0.641112404006674,-0.492060038858625,NA,NA,0.0794733398303821,0.0182752687509704,NA,NA,1.08238784427126,-0.0313284754536437,NA,NA,1.20771662841618,-0.114301097779466,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845013617009151,1.70975725930682,NA,NA,0.793105089115926,1.67389315898839,NA,NA,0.685806586676794,1.67045028505142
"30",NA,NA,-0.559352464603167,-0.884852144587515,-0.774148943950397,NA,NA,NA,-0.819148419360372,NA,NA,NA,NA,NA,NA,-0.147072400900666,0.793815870392452,-0.0806633090992429,-0.634862100966797,-0.361101901281471,0.763697500294548,-0.0332402453485455,-0.578185964435841,-0.43434417156197,0.767271706625062
"31",NA,NA,-0.608335307548642,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.666421568918263,NA,NA,NA,-0.697860105839519,NA,NA,NA,-0.744626734112391,NA,NA,NA,-0.729424223338624
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33158352620952,NA,NA,NA,0.944222218800133,NA,NA,NA,0.925014459447057,NA,NA,NA,0.813823816189796,NA
"33",NA,0.0752550056238303,0.812167137870135,3.33438186192124,3.23735012924711,0.45012974560791,3.00769741437757,3.19110455423695,1.67093642869526,1.34632042670784,1.00927596274318,0.770462429265478,1.30000849849201,1.35003664514925,0.790148397928992,0.183622938402606,0.00872325132299395,1.39816402438688,0.837066423522967,0.13355823746027,-0.0164702071573171,1.81216647917415,0.850536109845773,0.36576351289429,-0.264932383005066
"34",NA,NA,NA,NA,NA,NA,-0.59234787787402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,-0.110409182884959,-0.51234687137954,-0.39741615758486,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,-0.390678647131394,-0.032340832412662,0.382697040637273,0.107394779916141,-0.680882892665821,0.501464157589378,1.47186380044554,-0.743035727388794,-0.673332181885427,1.26393176999473,1.01036128666079,-0.776369367746465,-0.618418703094196,1.32770926501956,0.957991802029839,-0.796637914609182,-0.560499309497888,1.32677680127298,0.845828123568046,-0.781034427820131
"37",-1.33584242368429,NA,-0.608335307548642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,0.0752550056238303,-0.412403935766742,-0.512566791072036,-0.457451648697962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",-0.0242880440669869,NA,NA,NA,NA,NA,NA,NA,NA,-0.680882892665821,-1.02197125787202,-1.33374168427469,1.81076955496222,-0.673332181885427,-1.10498509033397,0.944222218800133,1.84060602915173,-0.618418703094196,-1.12550494246339,0.628218376202012,-0.796637914609182,-0.560499309497888,-1.05442665586305,0.845828123568046,-0.781034427820131
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,0.0284416507425339,NA,NA,NA,NA,-0.39741615758486,-0.471694719631679,NA,NA,NA,NA,0.540689114335377,NA,NA,0.793815870392452,NA,-0.144219259470209,0.298444950374184,1.67389315898839,NA,0.374295418418569,0.685806586676794,1.67045028505142
"43",NA,NA,NA,NA,NA,NA,-0.51234687137954,-0.0853708782960071,0.62857532950918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75176109058258,1.26318186532008,1.19130325197351,0.0231058573165091,1.75471041055618,1.02704008396186,0.679665947357515,0.00872325132299395,1.80148056988309,1.08238784427126,0.628218376202012,-0.0164702071573171,1.81216647917415,1.08865645555938,0.525785049785542,-0.00688136059753417
"45",NA,NA,NA,NA,NA,0.45012974560791,-0.192342845401621,-0.241393517940434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,0.169860281361476,-0.352344858390581,-0.39741615758486,-0.471694719631679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,1.38139167892135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770462429265478,1.42769876260956,NA,NA,0.0182752687509704,-0.383823058211735,NA,NA,0.13355823746027,-0.276526109641272,NA,NA,0.0457204391117863,-0.264932383005066
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680882892665821,-1.02197125787202,0.826574538959883,-0.615345463271243,-0.673332181885427,-1.10498509033397,0.249762006263261,-0.645520597901555,-0.618418703094196,-1.12550494246339,0.496309005870881,-0.796637914609182,NA,NA,0.525785049785542,NA
"50",NA,NA,NA,NA,NA,NA,3.80770747932236,3.65917247317023,3.69774967711263,NA,1.51708776789698,NA,NA,NA,1.26393176999473,0.845013617009151,NA,NA,1.32770926501956,0.793105089115926,NA,NA,1.32677680127298,0.685806586676794,NA
"51",NA,NA,NA,NA,NA,-0.530813379254611,-0.59234787787402,-0.631450117051501,-0.413785769676897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,-0.272343851896101,-0.319404837762647,-0.0663320699482049,-0.680882892665821,-1.02197125787202,-1.33374168427469,-0.743035727388794,-0.673332181885427,-1.10498509033397,0.944222218800133,-0.776369367746465,-0.618418703094196,-1.12550494246339,0.892037116864274,-0.796637914609182,-0.560499309497888,-1.05442665586305,0.781819508811545,-0.781034427820131
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30450608846212,NA,NA,NA,-1.35042217876495,NA,NA,NA,-0.754387245344474,NA
"54",NA,NA,0.322338708415384,0.107908798120429,NA,NA,-0.192342845401621,-0.631450117051501,-0.645421569496026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.410589116749332,0.755370060166279,-0.772620587330648,-0.743035727388794,-0.538440926749783,0.316365025863252,-1.17222795274081,-0.750199613777483,-0.537755393994953,-0.389540680218503,-0.163237845784775,-0.770632324360787,-0.560499309497888,-0.697246137292642,0.36576351289429,-0.781034427820131
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680882892665821,-1.02197125787202,-1.33374168427469,-0.743035727388794,-0.673332181885427,-1.10498509033397,0.0182752687509704,1.70975725930682,-0.618418703094196,-1.12550494246339,-0.361101901281471,1.28380930526246,-0.560499309497888,-1.05442665586305,0.0457204391117863,1.41239926264389
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680882892665821,-1.02197125787202,0.686294264723871,1.81076955496222,-0.673332181885427,-1.10498509033397,0.0844143366116248,-0.776369367746465,-0.618418703094196,-1.12550494246339,0.397376978122532,-0.796637914609182,-0.560499309497888,-1.05442665586305,0.30175489813779,-0.781034427820131
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,0.338647525307236,-0.363421092821267,-0.388471673233543,-0.351885883613817,-0.110409182884959,-0.51234687137954,-0.553438797229287,-0.587512619541244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",-1.33584242368429,NA,0.518270080197285,1.84524044785933,1.54829788790079,NA,0.927671245521094,0.850764959570553,0.454848479644834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,-0.553438797229287,-0.413785769676897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",-0.0242880440669869,-1.2417075927932,-0.559352464603167,-0.884852144587515,-0.774148943950397,-0.951217575624263,-0.752349890862979,-0.787472756695927,-0.76123946940559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,-1.2417075927932,-0.314438249875792,-0.26437655539505,-0.246320118529672,-0.951217575624263,-0.43234586488506,-0.475427477407074,-0.529603669586462,NA,NA,NA,NA,1.48492790028489,1.26393176999473,1.01036128666079,1.18636217992718,1.53260287288562,1.32770926501956,0.957991802029839,1.15378135402048,1.54853694709948,1.32677680127298,0.845828123568046,1.15434824023636
"66",NA,-0.451530033742982,NA,NA,NA,-0.530813379254611,1.32767627799349,-0.475427477407074,-0.529603669586462,-0.140295340832844,0.247558255012478,-0.772620587330648,-0.487655199153693,-0.673332181885427,0.553256711896122,-1.63520142776539,-0.514671828056645,-0.618418703094196,0.591745002774673,-1.68019560459278,-0.536582012125227,-0.560499309497888,0.612415764132171,-1.71451646669199,-0.522983405412598
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,4.65417170930443,2.20768734943277,2.09894607672597,1.38139167892135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,-0.530813379254611,-0.672348884368499,-0.39741615758486,-0.355876819722115,-0.680882892665821,-0.768065355295124,-1.05318113580267,-0.615345463271243,-0.673332181885427,0.0794733398303821,-1.63520142776539,-0.645520597901555,-0.618418703094196,0.101102161278085,-0.196215188367558,-0.666609963367205,-0.560499309497888,-0.578185964435841,-1.71451646669199,-0.652008916616365
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.673332181885427,-1.10498509033397,1.01036128666079,-0.776369367746465,-0.618418703094196,-1.12550494246339,0.957991802029839,-0.796637914609182,-0.560499309497888,-1.05442665586305,0.845828123568046,-0.781034427820131
"72",NA,NA,NA,NA,NA,NA,-0.752349890862979,-0.787472756695927,-0.76123946940559,NA,NA,0.069061058085421,NA,NA,NA,-0.643115409855574,NA,NA,NA,-0.690875327109299,NA,NA,NA,-0.914408782235726,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.940956916413862,NA,NA,NA,-0.543906808064593,NA,NA,NA,-1.81210497492391,NA,NA,NA,-1.87453800358324,NA
"74",-0.461472837272753,-0.978315073109794,0.077424493688009,0.107908798120429,0.0703771767227633,-0.811082843501046,0.207662187070777,-0.241393517940434,-0.355876819722115,-0.275442228791088,1.00927596274318,NA,-0.615345463271243,-0.268658416478493,0.790148397928992,NA,-0.645520597901555,-0.215102157597981,0.837066423522967,NA,-0.666609963367205,-0.165055011385881,0.850536109845773,NA,-0.652008916616365
"75",NA,NA,NA,NA,NA,0.45012974560791,-0.192342845401621,-0.241393517940434,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,0.602040044990642,-0.314438249875792,0.6042892694744,1.23160059264836,0.0297255492382582,-0.352344858390581,0.694742319926126,0.107394779916141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26393176999473,1.01036128666079,NA,NA,1.32770926501956,0.957991802029839,NA,NA,1.32677680127298,0.845828123568046,NA
"78",NA,NA,NA,NA,NA,-0.250543915008176,-0.59234787787402,-0.631450117051501,-0.645421569496026,-0.680882892665821,1.39013481660853,0.069061058085421,-0.743035727388794,-0.673332181885427,1.1454859269783,0.348970608054243,-0.776369367746465,-0.618418703094196,1.20504855464541,0.463331663288098,-0.796637914609182,-0.560499309497888,1.20771662841618,0.525785049785542,-0.781034427820131
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.850081542344545,1.12882508435745,-0.216472563984841,NA,NA,NA,NA,-0.631450117051501,-0.645421569496026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,-0.51234687137954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,-0.118506878093891,0.232003915958922,0.175942941806908,0.590264477731128,-0.112341838907142,-0.16338219811822,-0.297967869767333,NA,NA,NA,NA,-0.133767161342848,-1.10498509033397,-1.63520142776539,-0.776369367746465,-0.618418703094196,-0.683926385116456,-2.33974245624844,-0.796637914609182,-0.560499309497888,-0.625810033578561,-2.35460261425699,-0.781034427820131
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.850081542344545,NA,NA,NA,NA,1.01066867410078,0.127661180576297,-0.241393517940434,-0.355876819722115,-0.680882892665821,-0.260253550141323,1.33158352620952,-0.743035727388794,-0.673332181885427,-0.394310032235358,0.845013617009151,-0.776369367746465,-0.618418703094196,-0.389540680218503,0.892037116864274,-0.796637914609182,-0.560499309497888,-0.197193411294077,0.813823816189796,-0.781034427820131
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680882892665821,-1.02197125787202,1.47186380044554,NA,-0.673332181885427,-1.10498509033397,1.01036128666079,-0.776369367746465,-0.618418703094196,-1.12550494246339,0.957991802029839,-0.796637914609182,-0.560499309497888,-1.05442665586305,0.845828123568046,-0.781034427820131
"88",NA,NA,NA,NA,NA,NA,-0.912351903851939,-0.865484076518141,-0.76123946940559,NA,NA,NA,NA,NA,NA,NA,1.78826652121377,NA,NA,NA,1.75190992973358,NA,NA,NA,1.74786559177368
"89",1.72445112875608,NA,NA,NA,NA,NA,NA,NA,-0.703330519450808,NA,NA,NA,NA,NA,-0.986539247317532,0.679665947357515,-0.645520597901555,NA,-0.880183521715092,0.628218376202012,NA,NA,-0.816306310149443,0.525785049785542,NA
"90",NA,NA,-0.412403935766742,NA,NA,NA,-0.752349890862979,NA,NA,-0.680882892665821,-1.02197125787202,-1.33374168427469,-0.743035727388794,-0.673332181885427,-1.10498509033397,-2.29659210637194,-0.776369367746465,-0.618418703094196,-1.12550494246339,-2.33974245624844,-0.796637914609182,-0.560499309497888,-1.05442665586305,-2.35460261425699,-0.781034427820131
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,1.10606419554299,NA,NA,NA,NA,2.25496871637039,1.49720957883091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.560499309497888,-1.05442665586305,0.36576351289429,-0.781034427820131
"96",NA,NA,NA,NA,NA,NA,0.767669232532135,0.694742319926126,0.33903057973527,NA,NA,NA,NA,NA,0.908594240945427,0.514318277705879,NA,NA,0.959727133897114,0.463331663288098,NA,NA,0.969596282702574,0.36576351289429,NA
"97",NA,-1.2417075927932,-0.314438249875792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",0.850081542344545,NA,NA,NA,NA,0.0297255492382582,-0.43234586488506,-0.241393517940434,0.223212679825706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",-0.898657630478519,-0.978315073109794,-0.608335307548642,-1.00894726242601,-0.879714709034542,-0.811082843501046,-0.912351903851939,-0.943495396340354,-0.877057369315154,-0.545736004707577,-0.895018306583574,NA,NA,-0.538440926749783,-0.986539247317532,NA,NA,-0.483979854595458,-1.00284423208924,NA,NA,NA,-0.935366483006244,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",-0.898657630478519,0.338647525307236,NA,0.356099033797415,0.281508706891053,-0.110409182884959,-0.032340832412662,-0.0853708782960071,-0.240058919812551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,0.0752550056238303,-0.412403935766742,-0.512566791072036,-0.457451648697962,-0.250543915008176,-0.59234787787402,-0.631450117051501,-0.645421569496026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1.72445112875608,NA,0.56725292314276,NA,NA,NA,NA,-0.241393517940434,-0.355876819722115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0313284754536437,-0.0164702071573171,NA,NA,0.205741976003038,-0.264932383005066
"109",NA,1.39221760404086,0.322338708415384,NA,NA,0.45012974560791,0.607667219543175,0.148663081170633,-0.0663320699482049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",0.850081542344545,-0.978315073109794,-0.510369621657692,-0.760757026749022,-0.985280474118687,-0.811082843501046,-0.752349890862979,-0.787472756695927,-0.934966319269936,1.2111735387496,-0.945799487098954,-1.33374168427469,0.15079612143406,1.2151453900136,-1.03391758452411,-2.26352257244161,1.18636217992718,1.26372517588814,-1.0519085162389,-2.30676511366566,1.15378135402048,-0.560499309497888,-1.05442665586305,-2.29059399950049,1.15434824023636
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,-0.884852144587515,-0.774148943950397,NA,NA,-0.865484076518141,-0.819148419360372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",-1.33584242368429,NA,NA,NA,NA,NA,-0.43234586488506,-0.475427477407074,-0.529603669586462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
